text,is_sarcastic
ice agent can't believe he being reprimanded for child who died all those months ago,1
tesla's robot-snake will charge your car and give you nightmares,0
arne duncan stressed about preparing for standardized secretary of education exam,1
what experts say about waiting to cut your baby's umbilical cord,0
mike pompeo defects to north korea after learning about kim jong-un's torture program,1
20 last-minute mother's day gifts that will still arrive in time,0
baylor player has the perfect response to the dumbest question,0
mitch mcconnell walks back roy moore criticism,0
you thought flint was bad? see the lead levels in california children,0
"earth safe, but for how long?",1
'what if we put m&m's on top? would they eat that?' doritos exec wonders out loud,1
crush on williams-sonoma employee costing man a fortune,1
"why i didn't run from my rapist, why i couldn't",0
study finds leading cause of depression hearing words '2016 frontrunners',1
"who's to say the word 'slants' offends asians? the supreme court, that's who.",0
america's love affair with jim breuer to start any day now,1
30 days of online dating: my first tinder date,0
u.s.–cuba relations end after obama hit by foul ball at exhibition baseball game,1
here are all the 2018 grammy winners,0
state's abortion waiting period allows women to explore alternatives to making their own decisions,1
man takes sober moment to reflect on fact that most of meal already gone,1
the 30 best workplaces to retire from,0
new hampshire primary excites tiny percentage of population who even cares what happens anymore,1
pat robertson says he's against vaccination mandates,0
claims about andreas lubitz's mental health further stigmatize mental illnesses,0
plant dead because of you,1
man pinned under blankets for three days,1
smiling nation takes moment to enjoy thought of what rnc headquarters like right now,1
wondrous world of fishes last checked out 4/17/67,1
german auto engineer issued lab coat,1
"yes, men are still harassing people on the street. no, it's still not okay.",0
5 of the best wurst on planet barbecue,0
the nuisance of nuance: one president's doubling down on the dumbing down of american politics,0
baltimore preparing for hurricane joaquin by adding second layer of plywood to shuttered small businesses,1
area woman decides not to post facebook status that would have tipped gun control debate,1
james corden and stephen curry are a fierce 'carpool karaoke' team,0
microlender forecloses on goat,1
they're coming!,0
deer shot by obsessed fan,1
parents' visit injects $66 into local apartment economy,1
spiders inspire fear -- along with novel products that could change the world,0
teen reports saturday night live has sucked since chris kattan left,1
report: majority of time in pool spent urging others to enter pool,1
glimpse of gene shalit on tv reminds woman it's time for bikini wax,1
home-brewing phase comes to long-overdue conclusion,1
exhausted florida resident returns home after weathering harrowing week with family out of state,1
seth meyers calls out al franken for 'horrifying' groping photo,0
burglar makes sure to crack glass on family portrait,1
"the fbi agents tracked gabriel garcía márquez, washington post reports",0
is america now a debtor nation?,0
alderman has that zoning dream again,1
"former marine sniper slapped with 3,000-yard restraining order",1
"gay gene isolated, ostracized",1
subwoofer worth the horrible credit rating,1
"'chapter 1: clark,' reports awful manuscript",1
'jessica jones' uses superheroes to expose the terror of domestic abuse,0
the top 10 wedding planning myths,0
"netflix's 'casting jonbenét' doesn't have any answers, but it's not trying to crack the case",0
mlb announces new domestic violence policy,0
biden puts on lucky debate suit,1
"on emmett till, black death spectacle, and cultural (mis)appropriation",0
"gentrification rolls on in dallas, but will it grow up?",0
trump voter fraud commissioner says panel should be more transparent or disband,0
5 lessons i've learned raising a boy,0
an nfl assistant coach's first question for a prospect: are you gay?,0
milosevic confesses to crimes against subhumanity,1
melo's hat game > knicks' triangle offense,0
get stressed. eat. repeat. how we can break stress eating habits simply by paying attention.,0
anti-slavery hamilton may get to stay on $10 bill while genocidal slaver jackson gets pushed off the $20,0
trump surrogate enjoying thrill of not knowing what she going to be defending minute to minute,1
authorities abandon search for missing girl after finding huge bass while dredging lake,1
chrissy teigen gives the middle finger to her pregnancy critics,0
tennis player gabriella taylor possibly poisoned at wimbledon,0
"berlin christmas market attack suspect killed in shootout in italy, official says",0
special ops veteran slips back into family undetected,1
surging demand for rechargeable batteries is driving business to south america,0
groundbreaking young adult novel features protagonist who's a bit of a loner,1
authorities warn denver residents in direct path of 2037 hurricane alba,1
suri cruise somehow already 11,1
"sweating, shaking man never going to spend a little time with his thoughts again",1
couple on verge of breaking up has mind-blowing aquarium visit,1
john oliver is surprised dustin hoffman didn't expect harassment questions,0
dad receives advance intelligence on visiting son's new eyeliner,1
'american horror story: freak show' leak reveals big spoilers,0
'daily show' and rosie o'donnell reveal donald trump's 'very very incredible deal',0
megachurch pastor abruptly retires after allegations of improper conduct go public,0
new 'star wars' commercial reveals c-3po's red arm and other secrets,0
donald trump conveniently forgets the time he said more countries should have nukes,0
here's a preview of what obama will say in the state of the union,0
25 stunning snaps to kick off wedding season,0
the great escape,0
"roommate not seen for, like, five days",1
boy's whale-song imitation not helping anything,1
"after watching katy perry crash a wedding, you'll wish she came to yours",0
mom really funny today,1
california governor says mitch mcconnell's pro-coal effort 'borders on the immoral',0
